p_z,p_n,p_symbol,p_energy,d_z,d_n,d_symbol,bin_en,dn_de,unc_dn_de,dn_de_nu,unc_dn_de_nu,extraction_date
9,9,F,0,8,10,O,408,0.00148227,0.00000228333,0.00260262,0.00000315144,2026-07-09
9,9,F,0,8,10,O,410,0.0014642,0.0000023253,0.0026055,0.0000031083,2026-07-09
9,9,F,0,8,10,O,412,0.00144609,0.00000236672,0.0026081,0.00000306392,2026-07-09
9,9,F,0,8,10,O,414,0.00142794,0.00000240758,0.00261042,0.00000301829,2026-07-09
9,9,F,0,8,10,O,416,0.00140976,0.00000244787,0.00261246,0.00000297139,2026-07-09
9,9,F,0,8,10,O,418,0.00139155,0.00000248758,0.00261421,0.00000292321,2026-07-09
9,9,F,0,8,10,O,420,0.00137331,0.00000252668,0.00261568,0.00000287375,2026-07-09
9,9,F,0,8,10,O,422,0.00135505,0.00000256517,0.00261686,0.00000282298,2026-07-09
9,9,F,0,8,10,O,424,0.00133676,0.00000260303,0.00261775,0.00000277089,2026-07-09
9,9,F,0,8,10,O,426,0.00131846,0.00000264024,0.00261834,0.00000271746,2026-07-09
9,9,F,0,8,10,O,428,0.00130014,0.0000026768,0.00261864,0.00000266269,2026-07-09
9,9,F,0,8,10,O,430,0.00128181,0.00000271269,0.00261864,0.00000260656,2026-07-09
9,9,F,0,8,10,O,432,0.00126347,0.00000274789,0.00261833,0.00000254904,2026-07-09
9,9,F,0,8,10,O,434,0.00124513,0.00000278239,0.00261773,0.00000249013,2026-07-09
9,9,F,0,8,10,O,436,0.00122678,0.00000281618,0.00261681,0.00000242981,2026-07-09
9,9,F,0,8,10,O,438,0.00120844,0.00000284924,0.00261559,0.00000236806,2026-07-09
9,9,F,0,8,10,O,440,0.0011901,0.00000288155,0.00261406,0.00000230487,2026-07-09
9,9,F,0,8,10,O,442,0.00117177,0.0000029131,0.00261221,0.00000224021,2026-07-09
9,9,F,0,8,10,O,444,0.00115344,0.00000294388,0.00261004,0.00000217407,2026-07-09
9,9,F,0,8,10,O,446,0.00113514,0.00000297388,0.00260756,0.00000210642,2026-07-09
9,9,F,0,8,10,O,448,0.00111685,0.00000300307,0.00260475,0.00000203726,2026-07-09
9,9,F,0,8,10,O,450,0.00109858,0.00000303144,0.00260162,0.00000196656,2026-07-09
9,9,F,0,8,10,O,452,0.00108033,0.00000305898,0.00259816,0.0000018943,2026-07-09
